read,domain,e-value
UG70705.c46f10s17|aug13.P1.MID14-15.IE15TFC01C0QPZ.HiQual|UG70705|Uganda_Arua;sample=UG70705;size=3;,DBLa1.4,2.7e-43
MRS0258.c128f5s7|apr13.P1.MID20-22.H8MRBDT01AFCAP|MRS0258|Ghana_VeaGowrie;sample=MRS0258;size=1;,DBLa0.11,2.7e-56
UG70350.c195f4s4|aug13.P1.MID3-4.IE15TFC01CLFD2_rc|UG70350|Uganda_Arua;sample=UG70350;size=1;,DBLa0.11,3.6e-56
MRS0405.c48f7s15|apr13.P2.MID27-28.H8MRBDT02IRJOK|MRS0405|Ghana_Soe;sample=MRS0405;size=1;,DBLa0.1,2.7e-56
MRS0587.c44f8s17|may13.P2.MID37-38.IAK27MS02GM0A5.HiQual|MRS0587|Ghana_VeaGowrie;sample=MRS0587;size=4;,DBLa0.18,5.7e-46
MRS0457.c121f4s4|apr13.P1.MID31-31.H8MRBDT01EFMF5_rc|MRS0457|Ghana_Soe;sample=MRS0457;size=3;,DBLa0.8,2.8e-56
UG10432.c59f6s12|mar13.P2.MID16.H6VQLNR02CY5RI|UG10432|Uganda_Tororo;sample=UG10432;size=1;,DBLa0.5,3.6e-44
T807.c9f95s132|oct12.P1.MID18.HWSTXOD01B4HN3.HiQual|T807|Thailand_Tak;sample=T807;size=1;,DBLa1.8,6e-56
UG10324.c0f34s57|mar13.P2.MID10.H6VQLNR02CX227.HiQual|UG10324|Uganda_Tororo;sample=UG10324;size=1;,DBLa0.6,9.5e-54
UG70696.c56f10s16|aug13.P2.MID14-14.IE15TFC02HU7BW|UG70696|Uganda_Arua;sample=UG70696;size=1;,DBLa0.11,6.7e-58
UG70696.c148f6s7|aug13.P2.MID14-14.IE15TFC02GSPK7|UG70696|Uganda_Arua;sample=UG70696;size=1;,DBLa2,2.3e-42
MRS0442.c50f9s12|apr13.P1.MID30-30.H8MRBDT01DMKJZ|MRS0442|Ghana_Soe;sample=MRS0442;size=1;,DBLa0.11,3.5e-55
UG50788.c53f12s17|may13.P2.MID7-8.IAK27MS02H37MD.HiQual|UG50788|Uganda_Kyenjojo;sample=UG50788;size=1;,DBLa0.11,1.8e-56
BK258.c63f4s4|apr11.P1.MID10.GY7WJEE01CAOER|BK258|Gabon_Bakoumba;sample=BK258;size=4;,DBLa0.6,1.2e-49
MRS0497.c82f5s7|apr13.P2.MID33-33.H8MRBDT02I8AR3|MRS0497|Ghana_Soe;sample=MRS0497;size=1;,DBLa0.5,1e-51
MRS0676.c46f4s7|aug13.P2.MID15-15.IE15TFC02JUD19|MRS0676|Ghana_Soe;sample=MRS0676;size=1;,DBLa0.23,2.7e-49
MRS0405.c31f17s23|apr13.P2.MID27-28.H8MRBDT02JOKD7|MRS0405|Ghana_Soe;sample=MRS0405;size=1;,DBLa0.22,1.2e-54
UG50788.c106f3s8|may13.P2.MID7-8.IAK27MS02JE6ZP|UG50788|Uganda_Kyenjojo;sample=UG50788;size=1;,DBLa0.8,4.4e-47
UG80797.c14f31s49|may13.P2.MID58-60.IAK27MS02GFYYS|UG80797|Uganda_Jinja;sample=UG80797;size=3;,DBLa0.5,3.2e-61
UG10429.c143f4s4|mar13.P1.MID16.H6VQLNR01B3SOF|UG10429|Uganda_Tororo;sample=UG10429;size=1;,DBLa0.1,4.5e-56
BK476.c42f3s4|apr11.P2.MID25.GY7WJEE02EPMRN|BK476|Gabon_Bakoumba;sample=BK476;size=1;,DBLa0.8,1.4e-51
WOS22.KP220350;sample=WOS22;size=1;,DBLa0.5,1.1e-100
MRS0687.c116f4s4|may13.P2.MID43-45.IAK27MS02JKSDW|MRS0687|Ghana_Soe;sample=MRS0687;size=1;,DBLa0.20,5.4e-45
UG60375.c110f4s4|mar13.P4.MID36.H6VQLNR04I66QX|UG60375|Uganda_Apac;sample=UG60375;size=1;,DBLa0.23,1.5e-47
UG60552.c92f5s8|mar13.P1.MID43.H6VQLNR01BPFC7|UG60552|Uganda_Apac;sample=UG60552;size=2;,DBLa0.11,8.6e-56
MRS0138.c13f6s9|apr13.P2.MID10-13.H8MRBDT02JR4ZP|MRS0138|Ghana_VeaGowrie;sample=MRS0138;size=3;,DBLa1.2,3.5e-53
UG10213.c68f6s6|mar13.P3.MID06.H6VQLNR03HDB0G|UG10213|Uganda_Tororo;sample=UG10213;size=1;,DBLa0.11,6.2e-54
WOS33.KP221068;sample=WOS33;size=1;,DBLa0.8,1.3e-97
UG80610.c155f3s4|aug13.P2.MID57-57.IE15TFC02IIYHJ_rc|UG80610|Uganda_Jinja;sample=UG80610;size=1;,DBLa1.5,1.1e-47
BK675.c82f6s11|apr11.P2.MID41.GY7WJEE02EH48C|BK675|Gabon_Bakoumba;sample=BK675;size=3;,DBLa0.9,2.9e-52
MUG17.KP220860;sample=MUG17;size=1;,DBLa0.17,4.4e-77
UG70025.c106f4s5|aug13.P1.MID59-59.IE15TFC01EFG1E|UG70025|Uganda_Arua;sample=UG70025;size=1;,DBLa0.15,1.3e-51
BK469.c97f4s5|apr11.P2.MID24.GY7WJEE02CXUH8|BK469|Gabon_Bakoumba;sample=BK469;size=2;,DBLa0.1,3.2e-56
UG80736.c10f71s95|may13.P2.MID47-49.IAK27MS02IJWJH.HiQual|UG80736|Uganda_Jinja;sample=UG80736;size=9;,DBLa0.5,1.6e-53
UG80302.c106f4s4|aug13.P1.MID50-51.IE15TFC01CT2GB_rc|UG80302|Uganda_Jinja;sample=UG80302;size=1;,DBLa0.8,6.8e-41
MRS0040.c31f6s8|apr13.P2.MID03-04.H8MRBDT02FZX3O|MRS0040|Ghana_VeaGowrie;sample=MRS0040;size=2;,DBLa0.1,8.5e-48
UG60349.c116f4s4|mar13.P4.MID35.H6VQLNR04ICT3Y_rc|UG60349|Uganda_Apac;sample=UG60349;size=2;,DBLa0.9,4.1e-52
MRS0503.c83f11s11|apr13.P2.MID33-34.H8MRBDT02HF5DV.HiQual|MRS0503|Ghana_Soe;sample=MRS0503;size=1;,DBLa0.12,2.2e-56
UG80675.c143f5s6|aug13.P2.MID58-58.IE15TFC02GDU4D|UG80675|Uganda_Jinja;sample=UG80675;size=1;,DBLa0.1,4.9e-57
UG80217.c33f21s32|aug13.P2.MID49-49.IE15TFC02F2X0S|UG80217|Uganda_Jinja;sample=UG80217;size=1;,DBLa0.16,1.4e-49
MRS0615.c128f3s3|may13.P2.MID39-40.IAK27MS02FT55B|MRS0615|Ghana_Soe;sample=MRS0615;size=1;,DBLa0.22,2.4e-53
UG10667.c73f8s10|mar13.P3.MID23.H6VQLNR03GMFQF|UG10667|Uganda_Tororo;sample=UG10667;size=1;,DBLa0.12,5.2e-57
MRS0320.c74f10s15|apr13.P1.MID23-25.H8MRBDT01CBO3I.HiQual|MRS0320|Ghana_VeaGowrie;sample=MRS0320;size=3;,DBLa1.2,1e-49
UG70723.c112f5s13|aug13.P2.MID60-61.IE15TFC02GRQB8_rc|UG70723|Uganda_Arua;sample=UG70723;size=1;,DBLa0.8,9.9e-45
BK289.c32f7s10|apr11.P2.MID11.GY7WJEE02D3YHH|BK289|Gabon_Bakoumba;sample=BK289;size=1;,DBLa0.1,5.6e-57
MRS0357.c181f4s4|aug13.P1.MID15-16.IE15TFC01AL9MJ_rc|MRS0357|Ghana_Soe;sample=MRS0357;size=1;,DBLa0.4,9.4e-38
UG60456.c149f3s3|mar13.P3.MID39.H6VQLNR03GW4QX_rc|UG60456|Uganda_Apac;sample=UG60456;size=1;,DBLa0.9,9.3e-49
MRS0389.c121f4s6|apr13.P1.MID26-27.H8MRBDT01B3OFH_rc|MRS0389|Ghana_Soe;sample=MRS0389;size=7;,DBLa0.3,1.2e-43
V14.c6f15s22|sep11.P2.MID32.G9JXQ6K02DT1FA.HiQual|V14|Venezuela_ElCaura;sample=V14;size=2;,DBLa0.5,2.6e-51
MRS0669.c79f4s5|may13.P2.MID42-43.IAK27MS02JWRWG|MRS0669|Ghana_Soe;sample=MRS0669;size=1;,DBLa0.12,1.4e-50
MRS0430.c130f4s4|apr13.P1.MID29-29.H8MRBDT01C06BN|MRS0430|Ghana_Soe;sample=MRS0430;size=1;,DBLa0.19,2.3e-59
MRS0686.c127f3s3|may13.P1.MID43-45.IAK27MS01DXNXO_rc|MRS0686|Ghana_Soe;sample=MRS0686;size=1;,DBLa0.8,9.3e-47
BK555.c55f12s12|apr11.P4.MID30.GY7WJEE04JILL8.HiQual|BK555|Gabon_Bakoumba;sample=BK555;size=2;,DBLa0.15,1e-51
MRS0329.c50f16s16|jul13.P1.MID35-35.IDA9VQ201BNJ74.HiQual|MRS0329|Ghana_VeaGowrie;sample=MRS0329;size=1;,DBLa0.4,5e-49
UG70658.c21f35s42|aug13.P1.MID13-14.IE15TFC01ECP5A.HiQual|UG70658|Uganda_Arua;sample=UG70658;size=1;,DBLa0.12,6e-55
MRS0062.c32f6s9|apr13.P2.MID04-05.H8MRBDT02FLGSC.HiQual|MRS0062|Ghana_VeaGowrie;sample=MRS0062;size=1;,DBLa0.5,8e-51
BK555.c29f16s19|apr11.P4.MID30.GY7WJEE04H7ZJ6.HiQual|BK555|Gabon_Bakoumba;sample=BK555;size=4;,DBLa0.5,8.8e-58
UG80596.c17f18s26|aug13.P1.MID57-57.IE15TFC01ACXD7.HiQual|UG80596|Uganda_Jinja;sample=UG80596;size=4;,DBLa0.17,1.9e-48
UG30709.c79f7s14|oct12.P2.MID56.HWSTXOD02D8610|UG30709|Uganda_Kanungu;sample=UG30709;size=1;,DBLa1.8,5.3e-55
UG30641.c47f4s6|oct12.P2.MID53.HWSTXOD02EL5YT|UG30641|Uganda_Kanungu;sample=UG30641;size=1;,DBLa0.15,2.5e-22
UG70696.c241f3s3|aug13.P2.MID14-14.IE15TFC02IIMO3|UG70696|Uganda_Arua;sample=UG70696;size=1;,DBLa0.8,5.4e-36
UG60620.c168f4s4|mar13.P2.MID45.H6VQLNR02D6UNY|UG60620|Uganda_Apac;sample=UG60620;size=1;,DBLa0.15,1.5e-51
MRS0635.c143f6s9|may13.P2.MID40-41.IAK27MS02JR7R5|MRS0635|Ghana_Soe;sample=MRS0635;size=1;,DBLa0.1,1.2e-54
MRS0654.c92f5s7|may13.P2.MID41-41.IAK27MS02GZH05|MRS0654|Ghana_Soe;sample=MRS0654;size=1;,DBLa0.1,7.4e-54
MRS0181.c52f4s5|apr13.P1.MID15-15.H8MRBDT01ERQXF|MRS0181|Ghana_VeaGowrie;sample=MRS0181;size=1;,DBLa0.11,6e-56
MRS0258.c223f4s4|apr13.P1.MID20-22.H8MRBDT01DOW3G_rc|MRS0258|Ghana_VeaGowrie;sample=MRS0258;size=1;,DBLa0.5,2.7e-54
7029.c8f33s50|sep11.P4.MID28.G9JXQ6K04JG7XQ.HiQual|7029|Peru;sample=7029;size=22;,DBLa0.8,1.2e-52
MRS0667.c27f12s17|may13.P2.MID42-42.IAK27MS02I33YR|MRS0667|Ghana_Soe;sample=MRS0667;size=5;,DBLa1.8,2.7e-53
UG10503.c64f5s5|mar13.P4.MID17.H6VQLNR04ILV97|UG10503|Uganda_Tororo;sample=UG10503;size=1;,DBLa0.22,3.3e-32
UG10429.c68f6s11|mar13.P1.MID16.H6VQLNR01B0XMV|UG10429|Uganda_Tororo;sample=UG10429;size=1;,DBLa0.19,2.1e-53
UG80095.c178f3s3|aug13.P1.MID43-45.IE15TFC01DXX3V_rc|UG80095|Uganda_Jinja;sample=UG80095;size=1;,DBLa0.8,8.3e-53
MRS0386.c141f5s6|apr13.P2.MID26-26.H8MRBDT02GWGWY_rc|MRS0386|Ghana_Soe;sample=MRS0386;size=1;,DBLa0.19,2e-55
UG60666.c74f7s8|mar13.P2.MID46.H6VQLNR02D4QKF|UG60666|Uganda_Apac;sample=UG60666;size=1;,DBLa0.7,4.8e-48
MRS0258.c322f3s3|apr13.P1.MID20-22.H8MRBDT01CQJE0|MRS0258|Ghana_VeaGowrie;sample=MRS0258;size=1;,DBLa0.17,4.6e-56
UG10394.c6f39s50|mar13.P2.MID15.H6VQLNR02EBW0Q.HiQual|UG10394|Uganda_Tororo;sample=UG10394;size=1;,DBLa0.5,6e-56
BK672.c39f5s5|apr11.P1.MID41.GY7WJEE01BR67W|BK672|Gabon_Bakoumba;sample=BK672;size=2;,DBLa0.3,4.2e-47
MRS0066.c34f3s6|apr13.P1.MID05-05.H8MRBDT01BZBWG|MRS0066|Ghana_VeaGowrie;sample=MRS0066;size=1;,DBLa0.9,7.9e-53
UG70437.c84f6s8|aug13.P2.MID6-6.IE15TFC02FH9EY|UG70437|Uganda_Arua;sample=UG70437;size=1;,DBLa0.11,6.7e-55
UG60189.c48f6s17|mar13.P2.MID31.H6VQLNR02CYG98|UG60189|Uganda_Apac;sample=UG60189;size=1;,DBLa0.19,1e-55
UG50348.c67f13s14|may13.P2.MID59-61.IAK27MS02F059D.HiQual|UG50348|Uganda_Kyenjojo;sample=UG50348;size=4;,DBLa0.11,4.1e-55
UG70543.c86f4s5|aug13.P2.MID8-11.IE15TFC02HP456|UG70543|Uganda_Arua;sample=UG70543;size=1;,DBLa0.11,3.1e-60
UG10740.c53f8s8|mar13.P2.MID26.H6VQLNR02D59ZP|UG10740|Uganda_Tororo;sample=UG10740;size=2;,DBLa0.23,3.6e-47
MRS0669.c81f3s5|may13.P2.MID42-43.IAK27MS02ITFBA|MRS0669|Ghana_Soe;sample=MRS0669;size=1;,DBLa0.23,5.5e-46
UG70260.c94f3s8|aug13.P1.MID2-4.IE15TFC01AQHYQ_rc|UG70260|Uganda_Arua;sample=UG70260;size=1;,DBLa0.5,1.6e-57
UG50221.c91f7s12|may13.P2.MID53-53.IAK27MS02I536U.HiQual|UG50221|Uganda_Kyenjojo;sample=UG50221;size=3;,DBLa0.24,1.9e-49
BK209.c49f7s9|apr11.P2.MID08.GY7WJEE02ETVNG|BK209|Gabon_Bakoumba;sample=BK209;size=1;,DBLa0.1,2.6e-49
UG60382.c15f18s23|mar13.P1.MID37.H6VQLNR01A6CF8.HiQual|UG60382|Uganda_Apac;sample=UG60382;size=6;,DBLa0.8,4.8e-52
MRS0541.c22f16s33|apr13.P2.MID34-36.H8MRBDT02GJV7R.HiQual|MRS0541|Ghana_Soe;sample=MRS0541;size=1;,DBLa0.17,1.1e-50
BK199.c31f5s6|apr11.P2.MID07.GY7WJEE02C1V1F|BK199|Gabon_Bakoumba;sample=BK199;size=2;,DBLa0.1,1.6e-55
UG70426.c131f3s4|aug13.P2.MID5-7.IE15TFC02JRCBI|UG70426|Uganda_Arua;sample=UG70426;size=2;,DBLa0.1,4.7e-57
UG50551.c114f3s6|may13.P2.MID1-3.IAK27MS02I9KYR|UG50551|Uganda_Kyenjojo;sample=UG50551;size=1;,DBLa0.15,3.8e-53
UG10234.c30f16s22|mar13.P3.MID07.H6VQLNR03FFEBS.HiQual|UG10234|Uganda_Tororo;sample=UG10234;size=1;,DBLa0.11,1.5e-59
UG80756.c19f73s110|may13.P1.MID58-58.IAK27MS01BDXJ7.HiQual|UG80756|Uganda_Jinja;sample=UG80756;size=1;,DBLa0.9,5.7e-46
UG70705.c87f4s6|aug13.P1.MID14-15.IE15TFC01DRX4R|UG70705|Uganda_Arua;sample=UG70705;size=1;,DBLa0.15,1.1e-55
MRS0484.c74f15s20|apr13.P2.MID32-32.H8MRBDT02GCKQW.HiQual|MRS0484|Ghana_Soe;sample=MRS0484;size=1;,DBLa0.1,9.1e-53
UG10141.c11f34s52|mar13.P2.MID03.H6VQLNR02DI1WC.HiQual|UG10141|Uganda_Tororo;sample=UG10141;size=1;,DBLa0.9,1.5e-52
UG60350.c46f7s9|mar13.P1.MID36.H6VQLNR01BAGV4|UG60350|Uganda_Apac;sample=UG60350;size=1;,DBLa0.19,2.2e-54
UG50504.c64f7s11|may13.P2.MID1-1.IAK27MS02HKNXG|UG50504|Uganda_Kyenjojo;sample=UG50504;size=2;,DBLa0.19,6.8e-56
UG30726.c51f9s10|oct12.P4.MID56.HWSTXOD04I0IHT|UG30726|Uganda_Kanungu;sample=UG30726;size=1;,DBLa0.5,3.5e-48
BK570.c61f3s3|apr11.P2.MID32.GY7WJEE02EH138_rc|BK570|Gabon_Bakoumba;sample=BK570;size=1;,DBLa0.12,9.9e-54
UG60332.c136f5s5|mar13.P4.MID34.H6VQLNR04IY0XU|UG60332|Uganda_Apac;sample=UG60332;size=6;,DBLa0.5,4.8e-60
UG50715.c1f21s34|may13.P1.MID5-6.IAK27MS01ELE9F.HiQual|UG50715|Uganda_Kyenjojo;sample=UG50715;size=18;,DBLa1.2,2.5e-47
UG70649.c51f10s17|aug13.P2.MID11-14.IE15TFC02I8XEE.HiQual|UG70649|Uganda_Arua;sample=UG70649;size=1;,DBLa0.5,1.7e-59
UG50788.c35f13s22|may13.P2.MID7-8.IAK27MS02H0PFS.HiQual|UG50788|Uganda_Kyenjojo;sample=UG50788;size=1;,DBLa0.15,1.9e-54
G3st25.c15f70s93|sep11.P2.MID20.G9JXQ6K02EW92C.HiQual|G3st25|FrenchGuyana_TroisSauts;sample=G3st25;size=6;,DBLa0.5,7.6e-60
MH40.c36f17s25|oct12.P4.MID21.HWSTXOD04JKA2V.HiQual|MH40|Thailand_Maehongson;sample=MH40;size=6;,DBLa0.11,4.7e-63
MRS0635.c136f6s10|may13.P2.MID40-41.IAK27MS02I1BIG|MRS0635|Ghana_Soe;sample=MRS0635;size=1;,DBLa0.8,2.2e-54
UG70025.c54f10s11|aug13.P1.MID59-59.IE15TFC01A1LM4.HiQual|UG70025|Uganda_Arua;sample=UG70025;size=1;,DBLa0.5,1.6e-52
UG80804.c185f3s3|may13.P1.MID48-48.IAK27MS01A6Q48|UG80804|Uganda_Jinja;sample=UG80804;size=1;,DBLa0.19,7.4e-20
MRS0486.c142f3s4|apr13.P2.MID32-33.H8MRBDT02HRI96|MRS0486|Ghana_Soe;sample=MRS0486;size=1;,DBLa0.22,1.2e-31
UG60666.c99f3s4|mar13.P2.MID46.H6VQLNR02DFGPV|UG60666|Uganda_Apac;sample=UG60666;size=1;,DBLa0.22,3.5e-54
MRS0427.c83f3s4|apr13.P1.MID28-30.H8MRBDT01EE35Z|MRS0427|Ghana_Soe;sample=MRS0427;size=1;,DBLa0.8,1.9e-55
UG80567.c120f5s5|aug13.P1.MID56-57.IE15TFC01BNUAH_rc|UG80567|Uganda_Jinja;sample=UG80567;size=1;,DBLa0.1,1.7e-47
UG60633.c43f3s8|mar13.P3.MID45.H6VQLNR03GTHGW|UG60633|Uganda_Apac;sample=UG60633;size=1;,DBLa1.2,2.1e-49
BK1426.c59f7s10|apr11.P3.MID50.GY7WJEE03GQTMP.HiQual|BK1426|Gabon_Bakoumba;sample=BK1426;size=2;,DBLa0.5,1.2e-53
BK430.c23f3s4|apr11.P2.MID21.GY7WJEE02EOY8B|BK430|Gabon_Bakoumba;sample=BK430;size=1;,DBLa0.1,2.2e-40
UG10362.c117f3s5|mar13.P4.MID11.H6VQLNR04I5GNL|UG10362|Uganda_Tororo;sample=UG10362;size=1;,DBLa0.8,2.3e-50
MRS0403.c85f4s4|apr13.P2.MID27-27.H8MRBDT02JHKG5|MRS0403|Ghana_Soe;sample=MRS0403;size=8;,DBLa1.8,2.5e-54
UG50488.c38f34s47|may13.P2.MID62-2.IAK27MS02GIYAX.HiQual|UG50488|Uganda_Kyenjojo;sample=UG50488;size=1;,DBLa0.8,4.6e-52
MRS0236.c169f3s3|apr13.P2.MID19-19.H8MRBDT02IA6EO|MRS0236|Ghana_VeaGowrie;sample=MRS0236;size=1;,DBLa0.8,2.9e-53
MRS0254.c136f4s4|apr13.P1.MID20-21.H8MRBDT01CWXRD|MRS0254|Ghana_VeaGowrie;sample=MRS0254;size=1;,DBLa0.9,9.2e-40
UG80806.c1f80s182|may13.P2.MID48-48.IAK27MS02GSB99.HiQual|UG80806|Uganda_Jinja;sample=UG80806;size=1;,DBLa0.5,1.9e-54
UG60555.c22f28s35|mar13.P2.MID43.H6VQLNR02CXUBR|UG60555|Uganda_Apac;sample=UG60555;size=1;,DBLa0.23,5e-49
MRS0431.c126f4s6|apr13.P2.MID29-29.H8MRBDT02HZ51K|MRS0431|Ghana_Soe;sample=MRS0431;size=1;,DBLa0.1,5.8e-56
UG30639.c67f3s6|oct12.P1.MID53.HWSTXOD01CDZIL|UG30639|Uganda_Kanungu;sample=UG30639;size=1;,DBLa0.18,4.8e-52
UG70291.c8f15s21|aug13.P1.MID4-5.IE15TFC01AQ28X.HiQual|UG70291|Uganda_Arua;sample=UG70291;size=2;,DBLa0.9,2.2e-49
UG60555.c85f7s10|mar13.P2.MID43.H6VQLNR02CYPWT|UG60555|Uganda_Apac;sample=UG60555;size=1;,DBLa0.8,1.8e-52
MRS0669.c16f21s28|may13.P2.MID42-43.IAK27MS02JHTFL.HiQual|MRS0669|Ghana_Soe;sample=MRS0669;size=1;,DBLa0.17,9.1e-57
MRS0667.c59f4s4|may13.P2.MID42-42.IAK27MS02HK1Y0|MRS0667|Ghana_Soe;sample=MRS0667;size=1;,DBLa0.21,6.8e-55
MRS0178.c61f3s5|apr13.P1.MID14-15.H8MRBDT01EA71Y|MRS0178|Ghana_VeaGowrie;sample=MRS0178;size=1;,DBLa0.1,4.4e-57
BK753.c46f3s3|apr11.P2.MID43.GY7WJEE02ERPPT|BK753|Gabon_Bakoumba;sample=BK753;size=1;,DBLa0.21,3e-54
UG80257.c61f4s4|may13.P1.MID55-56.IAK27MS01BBKTY|UG80257|Uganda_Jinja;sample=UG80257;size=6;,DBLa0.23,1e-50
UG80806.c20f59s85|may13.P2.MID48-48.IAK27MS02JGK1I.HiQual|UG80806|Uganda_Jinja;sample=UG80806;size=1;,DBLa0.13,2e-55
MRS0710.c96f5s8|may13.P2.MID45-45.IAK27MS02GYJ82|MRS0710|Ghana_Soe;sample=MRS0710;size=1;,DBLa0.22,1.5e-48
UG10231.c40f12s21|mar13.P2.MID07.H6VQLNR02DS5D9.HiQual|UG10231|Uganda_Tororo;sample=UG10231;size=1;,DBLa0.11,5.9e-58
BK1334.c0f25s35|apr11.P1.MID14.GY7WJEE01BHS0Y.HiQual|BK1334|Gabon_Bakoumba;sample=BK1334;size=1;,DBLa0.11,3.2e-60
UG50806.c56f11s15|may13.P2.MID7-10.IAK27MS02JYXWZ|UG50806|Uganda_Kyenjojo;sample=UG50806;size=1;,DBLa0.8,1.5e-53
MRS0148.c19f4s4|apr13.P2.MID11-14.H8MRBDT02HANV8|MRS0148|Ghana_VeaGowrie;sample=MRS0148;size=2;,DBLa1.8,1.1e-54
UG70258.c54f9s14|aug13.P2.MID2-3.IE15TFC02F6R7W|UG70258|Uganda_Arua;sample=UG70258;size=1;,DBLa0.11,6.9e-56
WOS31.KP221014;sample=WOS31;size=1;,DBLa0.5,1.4e-95
UG70715.c107f7s9|aug13.P2.MID60-60.IE15TFC02FZ7AM|UG70715|Uganda_Arua;sample=UG70715;size=1;,DBLa0.3,5.1e-50
MRS0421.c34f13s17|apr13.P1.MID28-28.H8MRBDT01DMKCL.HiQual|MRS0421|Ghana_Soe;sample=MRS0421;size=1;,DBLa0.1,4.2e-57
UG10534.c133f3s3|mar13.P3.MID18.H6VQLNR03HBT8W|UG10534|Uganda_Tororo;sample=UG10534;size=6;,DBLa1.5,8e-51
MRS0497.c150f3s4|apr13.P2.MID33-33.H8MRBDT02G6BK3_rc|MRS0497|Ghana_Soe;sample=MRS0497;size=1;,DBLa0.22,1.1e-53
MRS0412.c219f4s4|apr13.P2.MID27-29.H8MRBDT02GC6TR|MRS0412|Ghana_Soe;sample=MRS0412;size=1;,DBLa0.11,4.6e-53
UG70039.c82f7s12|aug13.P2.MID59-60.IE15TFC02G4G63_rc|UG70039|Uganda_Arua;sample=UG70039;size=1;,DBLa0.21,1.9e-56
UG80719.c45f4s8|aug13.P2.MID15-16.IE15TFC02IX3UU_rc|UG80719|Uganda_Jinja;sample=UG80719;size=3;,DBLa0.9,3.8e-51
T229.c1f33s46|oct12.P1.MID16.HWSTXOD01BEPYR.HiQual|T229|Thailand_Tak;sample=T229;size=2;,DBLa0.9,6.2e-53
MRS0691.c65f6s13|may13.P1.MID44-45.IAK27MS01AYDL8|MRS0691|Ghana_Soe;sample=MRS0691;size=2;,DBLa1.6,3.5e-44
UG70630.c144f5s6|aug13.P1.MID11-13.IE15TFC01DNRO7_rc|UG70630|Uganda_Arua;sample=UG70630;size=1;,DBLa0.4,5.1e-47
UG60671.c28f14s24|mar13.P3.MID46.H6VQLNR03G7WUR|UG60671|Uganda_Apac;sample=UG60671;size=1;,DBLa0.17,7.6e-51
DD2.c27f25s32|apr13.P1.MID47-47.H8MRBDT02I3B8X|DD2|DD2;sample=DD2;size=11;,DBLa0.15,8.2e-60
BK57.c3f33s55|sep11.P4.MID3.G9JXQ6K04IP82C.HiQual|BK57|Gabon_Bakoumba;sample=BK57;size=3;,DBLa0.1,1.1e-58
BK636.c11f7s13|apr11.P1.MID38.GY7WJEE01BRL22.HiQual|BK636|Gabon_Bakoumba;sample=BK636;size=2;,DBLa0.9,7.2e-50
IR48.c5f20s25|oct12.P2.MID15.HWSTXOD02DTIF3.HiQual|IR48|Iran_SistanBaluchestan;sample=IR48;size=3;,DBLa0.5,3.9e-51
UG70623.c214f3s3|aug13.P2.MID11-11.IE15TFC02F9KES_rc|UG70623|Uganda_Arua;sample=UG70623;size=1;,DBLa0.12,7.6e-55
UG80200.c75f3s3|aug13.P1.MID49-49.IE15TFC01CN4MQ_rc|UG80200|Uganda_Jinja;sample=UG80200;size=1;,DBLa0.22,3.3e-57
UG10572.c126f5s6|mar13.P3.MID19.H6VQLNR03F4F53|UG10572|Uganda_Tororo;sample=UG10572;size=1;,DBLa0.24,3.9e-40
UG60375.c69f8s8|mar13.P4.MID36.H6VQLNR04I4KNV_rc|UG60375|Uganda_Apac;sample=UG60375;size=2;,DBLa0.8,3.6e-52
UG70715.c204f3s4|aug13.P2.MID60-60.IE15TFC02GHBJ2|UG70715|Uganda_Arua;sample=UG70715;size=1;,DBLa0.1,4.5e-54
MRS0354.c92f4s6|apr13.P2.MID24-26.H8MRBDT02JIFNF|MRS0354|Ghana_VeaGowrie;sample=MRS0354;size=1;,DBLa0.8,1.7e-50
MRS0600.c33f17s19|may13.P2.MID38-40.IAK27MS02FPZTM.HiQual|MRS0600|Ghana_Soe;sample=MRS0600;size=1;,DBLa0.17,1e-54
MRS0484.c80f13s19|apr13.P2.MID32-32.H8MRBDT02FZA4H.HiQual|MRS0484|Ghana_Soe;sample=MRS0484;size=3;,DBLa1.8,8.1e-54
UG50376.c57f12s13|may13.P1.MID61-61.IAK27MS01CE13Q.HiQual|UG50376|Uganda_Kyenjojo;sample=UG50376;size=2;,DBLa0.3,6.3e-42
UG80719.c77f3s6|aug13.P2.MID15-16.IE15TFC02FZRU1|UG80719|Uganda_Jinja;sample=UG80719;size=1;,DBLa0.1,1e-55
UG10516.c93f4s10|mar13.P2.MID18.H6VQLNR02EDZRW|UG10516|Uganda_Tororo;sample=UG10516;size=1;,DBLa0.16,2.7e-50
UG10572.c135f4s5|mar13.P3.MID19.H6VQLNR03FQNIP|UG10572|Uganda_Tororo;sample=UG10572;size=1;,DBLa0.12,7.8e-46
MRS0608.c51f5s7|may13.P1.MID39-39.IAK27MS01BHO7K|MRS0608|Ghana_Soe;sample=MRS0608;size=1;,DBLa0.22,1.6e-51
MRS0379.c35f8s11|apr13.P2.MID25-27.H8MRBDT02JN7G7|MRS0379|Ghana_Soe;sample=MRS0379;size=1;,DBLa0.23,1.4e-46
UG70039.c149f3s4|aug13.P2.MID59-60.IE15TFC02GZWGO_rc|UG70039|Uganda_Arua;sample=UG70039;size=1;,DBLa0.19,6.4e-47
